Source,Target
21,Jim Sturgess
21,Kate Bosworth
21,Kevin Spacey
21,Aaron Yoo
42,Chadwick Boseman
42,T.R. Knight
42,Harrison Ford
42,Nicole Beharie
300,Gerard Butler
300,Lena Headey
300,David Wenham
300,Dominic West
1408,John Cusack
1408,Samuel L. Jackson
1408,Mary McCormack
1408,Paul Birchard
2012,John Cusack
2012,Thandie Newton
2012,Chiwetel Ejiofor
2012,Amanda Peet
Guardians of the Galaxy,Chris Pratt
Guardians of the Galaxy,Vin Diesel
Guardians of the Galaxy,Bradley Cooper
Guardians of the Galaxy,Zoe Saldana
Prometheus,Noomi Rapace
Prometheus,Logan Marshall-Green
Prometheus,Michael Fassbender
Prometheus,Charlize Theron
Bahubali: The Beginning,Prabhas
Bahubali: The Beginning,Rana Daggubati
Bahubali: The Beginning,Anushka Shetty
Bahubali: The Beginning,Tamannaah Bhatia
Interstellar,Matthew McConaughey
Interstellar,Anne Hathaway
Interstellar,Jessica Chastain
Interstellar,Mackenzie Foy
5/25/77,John Francis Daley
5/25/77,Austin Pendleton
5/25/77,Colleen Camp
5/25/77,Neil Flynn
Pirates of the Caribbean: On Stranger Tides,Johnny Depp
Pirates of the Caribbean: On Stranger Tides,Pen�lope Cruz
Pirates of the Caribbean: On Stranger Tides,Ian McShane
Pirates of the Caribbean: On Stranger Tides,Geoffrey Rush
Star Wars: Episode VII - The Force Awakens,Daisy Ridley
Star Wars: Episode VII - The Force Awakens,John Boyega
Star Wars: Episode VII - The Force Awakens,Oscar Isaac
Star Wars: Episode VII - The Force Awakens,Domhnall Gleeson
John Wick,Keanu Reeves
John Wick,Michael Nyqvist
John Wick,Alfie Allen
John Wick,Willem Dafoe
The Dark Knight,Christian Bale
The Dark Knight,Heath Ledger
The Dark Knight,Aaron Eckhart
The Dark Knight,Michael Caine
Fifty Shades of Grey,Dakota Johnson
Fifty Shades of Grey,Jamie Dornan
Fifty Shades of Grey,Jennifer Ehle
Fifty Shades of Grey,Eloise Mumford
The Prestige,Christian Bale
The Prestige,Hugh Jackman
The Prestige,Scarlett Johansson
The Prestige,Michael Caine
Kingsman: The Secret Service,Colin Firth
Kingsman: The Secret Service,Taron Egerton
Kingsman: The Secret Service,Samuel L. Jackson
Kingsman: The Secret Service,Michael Caine
Mad Max: Fury Road,Tom Hardy
Mad Max: Fury Road,Charlize Theron
Mad Max: Fury Road,Nicholas Hoult
Mad Max: Fury Road,Zo��_��_ Kravitz
Pirates of the Caribbean: At World's End,Johnny Depp
Pirates of the Caribbean: At World's End,Orlando Bloom
Pirates of the Caribbean: At World's End,Keira Knightley
Pirates of the Caribbean: At World's End,Geoffrey Rush
The Avengers,Robert Downey Jr.
The Avengers,Chris Evans
The Avengers,Scarlett Johansson
The Avengers,Jeremy Renner
Inglourious Basterds,Brad Pitt
Inglourious Basterds,Diane Kruger
Inglourious Basterds,Eli Roth
Inglourious Basterds,M�lanie Laurent
Pirates of the Caribbean: Dead Man's Chest,Johnny Depp
Pirates of the Caribbean: Dead Man's Chest,Orlando Bloom
Pirates of the Caribbean: Dead Man's Chest,Keira Knightley
Pirates of the Caribbean: Dead Man's Chest,Jack Davenport
Inception,Leonardo DiCaprio
Inception,Joseph Gordon-Levitt
Inception,Ellen Page
Inception,Ken Watanabe
The Wolf of Wall Street,Leonardo DiCaprio
The Wolf of Wall Street,Jonah Hill
The Wolf of Wall Street,Margot Robbie
The Wolf of Wall Street,Matthew McConaughey
Gone Girl,Ben Affleck
Gone Girl,Rosamund Pike
Gone Girl,Neil Patrick Harris
Gone Girl,Tyler Perry
Furious Seven,Vin Diesel
Furious Seven,Paul Walker
Furious Seven,Dwayne Johnson
Furious Seven,Jason Statham
Jurassic World,Chris Pratt
Jurassic World,Bryce Dallas Howard
Jurassic World,Ty Simpkins
Jurassic World,Judy Greer
Avatar,Sam Worthington
Avatar,Zoe Saldana
Avatar,Sigourney Weaver
Avatar,Michelle Rodriguez
The Hateful Eight,Samuel L. Jackson
The Hateful Eight,Kurt Russell
The Hateful Eight,Jennifer Jason Leigh
The Hateful Eight,Walton Goggins
Prisoners,Hugh Jackman
Prisoners,Jake Gyllenhaal
Prisoners,Viola Davis
Prisoners,Melissa Leo
The Help,Emma Stone
The Help,Viola Davis
The Help,Octavia Spencer
The Help,Bryce Dallas Howard
Avengers: Age of Ultron,Robert Downey Jr.
Avengers: Age of Ultron,Chris Evans
Avengers: Age of Ultron,Mark Ruffalo
Avengers: Age of Ultron,Chris Hemsworth
The Departed,Leonardo DiCaprio
The Departed,Matt Damon
The Departed,Jack Nicholson
The Departed,Mark Wahlberg
Legend,Tom Hardy
Legend,Emily Browning
Legend,Taron Egerton
Legend,Paul Anderson
Thor,Chris Hemsworth
Thor,Anthony Hopkins
Thor,Natalie Portman
Thor,Tom Hiddleston
The Martian,Matt Damon
The Martian,Jessica Chastain
The Martian,Kristen Wiig
The Martian,Kate Mara
The Man from U.N.C.L.E.,Henry Cavill
The Man from U.N.C.L.E.,Armie Hammer
The Man from U.N.C.L.E.,Alicia Vikander
The Man from U.N.C.L.E.,Elizabeth Debicki
Ex Machina,Alicia Vikander
Ex Machina,Domhnall Gleeson
Ex Machina,Oscar Isaac
Ex Machina,Sonoya Mizuno
12 Years a Slave,Chiwetel Ejiofor
12 Years a Slave,Michael Kenneth Williams
12 Years a Slave,Michael Fassbender
12 Years a Slave,Brad Pitt
Harry Potter and the Deathly Hallows: Part 2,Daniel Radcliffe
Harry Potter and the Deathly Hallows: Part 2,Emma Watson
Harry Potter and the Deathly Hallows: Part 2,Rupert Grint
Harry Potter and the Deathly Hallows: Part 2,Michael Gambon
Divergent,Shailene Woodley
Divergent,Theo James
Divergent,Kate Winslet
Divergent,Jai Courtney
The Dark Knight Rises,Christian Bale
The Dark Knight Rises,Tom Hardy
The Dark Knight Rises,Anne Hathaway
The Dark Knight Rises,Gary Oldman
Transformers: Age of Extinction,Mark Wahlberg
Transformers: Age of Extinction,Nicola Peltz
Transformers: Age of Extinction,Jack Reynor
Transformers: Age of Extinction,Stanley Tucci
Mamma Mia!,Meryl Streep
Mamma Mia!,Pierce Brosnan
Mamma Mia!,Amanda Seyfried
Mamma Mia!,Stellan Skarsg�rd
The Revenant,Leonardo DiCaprio
The Revenant,Tom Hardy
The Revenant,Will Poulter
The Revenant,Domhnall Gleeson
Into the Woods,Anna Kendrick
Into the Woods,Meryl Streep
Into the Woods,Chris Pine
Into the Woods,Emily Blunt
Whiplash,Miles Teller
Whiplash,J.K. Simmons
Whiplash,Melissa Benoist
Whiplash,Paul Reiser
Furious 6,Vin Diesel
Furious 6,Paul Walker
Furious 6,Dwayne Johnson
Furious 6,Michelle Rodriguez
The Place Beyond the Pines,Ryan Gosling
The Place Beyond the Pines,Bradley Cooper
The Place Beyond the Pines,Eva Mendes
The Place Beyond the Pines,Craig Van Hook
No Country for Old Men,Tommy Lee Jones
No Country for Old Men,Javier Bardem
No Country for Old Men,Josh Brolin
No Country for Old Men,Woody Harrelson
The Great Gatsby,Leonardo DiCaprio
The Great Gatsby,Carey Mulligan
The Great Gatsby,Joel Edgerton
The Great Gatsby,Tobey Maguire
Shutter Island,Leonardo DiCaprio
Shutter Island,Emily Mortimer
Shutter Island,Mark Ruffalo
Shutter Island,Ben Kingsley
Star Trek,Chris Pine
Star Trek,Zachary Quinto
Star Trek,Simon Pegg
Star Trek,Leonard Nimoy
Diary of a Wimpy Kid,Zachary Gordon
Diary of a Wimpy Kid,Robert Capron
Diary of a Wimpy Kid,Rachael Harris
Diary of a Wimpy Kid,Steve Zahn
The Big Short,Christian Bale
The Big Short,Steve Carell
The Big Short,Ryan Gosling
The Big Short,Brad Pitt
Room,Brie Larson
Room,Jacob Tremblay
Room,Sean Bridgers
Room,Wendy Crewson
Django Unchained,Jamie Foxx
Django Unchained,Christoph Waltz
Django Unchained,Leonardo DiCaprio
Django Unchained,Kerry Washington
Watchmen,Jackie Earle Haley
Watchmen,Patrick Wilson
Watchmen,Carla Gugino
Watchmen,Malin Akerman
Superbad,Michael Cera
Superbad,Jonah Hill
Superbad,Christopher Mintz-Plasse
Superbad,Bill Hader
The Hunger Games,Jennifer Lawrence
The Hunger Games,Josh Hutcherson
The Hunger Games,Liam Hemsworth
The Hunger Games,Stanley Tucci
Sicario,Emily Blunt
Sicario,Josh Brolin
Sicario,Benicio Del Toro
Sicario,Jon Bernthal
Twin Peaks: The Missing Pieces,Chris Isaak
Twin Peaks: The Missing Pieces,Kiefer Sutherland
Twin Peaks: The Missing Pieces,C.H. Evans
Twin Peaks: The Missing Pieces,Sandra Kinder
Aliens vs Predator - Requiem,Reiko Aylesworth
Aliens vs Predator - Requiem,Steven Pasquale
Aliens vs Predator - Requiem,Shareeka Epps
Aliens vs Predator - Requiem,John Ortiz
Pacific Rim,Idris Elba
Pacific Rim,Charlie Hunnam
Pacific Rim,Rinko Kikuchi
Pacific Rim,Charlie Day
"Crazy, Stupid, Love.",Steve Carell
"Crazy, Stupid, Love.",Ryan Gosling
"Crazy, Stupid, Love.",Julianne Moore
"Crazy, Stupid, Love.",Emma Stone
Scott Pilgrim vs. the World,Michael Cera
Scott Pilgrim vs. the World,Mary Elizabeth Winstead
Scott Pilgrim vs. the World,Kieran Culkin
Scott Pilgrim vs. the World,Alison Pill
Hot Fuzz,Simon Pegg
Hot Fuzz,Nick Frost
Hot Fuzz,Martin Freeman
Hot Fuzz,Bill Nighy
X-Men: Days of Future Past,Patrick Stewart
X-Men: Days of Future Past,Ian McKellen
X-Men: Days of Future Past,Hugh Jackman
X-Men: Days of Future Past,James McAvoy
Casino Royale,Daniel Craig
Casino Royale,Eva Green
Casino Royale,Judi Dench
Casino Royale,Jeffrey Wright
Twilight,Kristen Stewart
Twilight,Robert Pattinson
Twilight,Billy Burke
Twilight,Sarah Clarke
Woman in Gold,Helen Mirren
Woman in Gold,Ryan Reynolds
Woman in Gold,Daniel Br��__hl
Woman in Gold,Katie Holmes
Spectre,Daniel Craig
Spectre,Christoph Waltz
Spectre,L�a Seydoux
Spectre,Ralph Fiennes
Nightcrawler,Jake Gyllenhaal
Nightcrawler,Rene Russo
Nightcrawler,Bill Paxton
Nightcrawler,Riz Ahmed
Her,Joaquin Phoenix
Her,Amy Adams
Her,Scarlett Johansson
Her,Rooney Mara
Frozen,Kristen Bell
Frozen,Idina Menzel
Frozen,Jonathan Groff
Frozen,Josh Gad
Tomorrowland,George Clooney
Tomorrowland,Britt Robertson
Tomorrowland,Hugh Laurie
Tomorrowland,Raffey Cassidy
Dawn of the Planet of the Apes,Gary Oldman
Dawn of the Planet of the Apes,Keri Russell
Dawn of the Planet of the Apes,Andy Serkis
Dawn of the Planet of the Apes,Kodi Smit-McPhee
Tropic Thunder,Ben Stiller
Tropic Thunder,Jack Black
Tropic Thunder,Robert Downey Jr.
Tropic Thunder,Jeff Kahn
Ant-Man,Paul Rudd
Ant-Man,Michael Douglas
Ant-Man,Corey Stoll
Ant-Man,Evangeline Lilly
The VVitch: A New-England Folktale,Anya Taylor-Joy
The VVitch: A New-England Folktale,Ralph Ineson
The VVitch: A New-England Folktale,Kate Dickie
The VVitch: A New-England Folktale,Julian Richings
Cinderella,Lily James
Cinderella,Cate Blanchett
Cinderella,Richard Madden
Cinderella,Helena Bonham Carter
Love,Aomi Muyock
Love,Karl Glusman
Love,Klara Kristin
Love,Juan Saavedra
Crimson Peak,Mia Wasikowska
Crimson Peak,Jessica Chastain
Crimson Peak,Tom Hiddleston
Crimson Peak,Charlie Hunnam
Drive,Ryan Gosling
Drive,Carey Mulligan
Drive,Bryan Cranston
Drive,Albert Brooks
Trainwreck,Amy Schumer
Trainwreck,Bill Hader
Trainwreck,Brie Larson
Trainwreck,Colin Quinn
Spotlight,Mark Ruffalo
Spotlight,Michael Keaton
Spotlight,Rachel McAdams
Spotlight,Liev Schreiber
Warrior,Tom Hardy
Warrior,Nick Nolte
Warrior,Joel Edgerton
Warrior,Jennifer Morrison
Captain America: The First Avenger,Chris Evans
Captain America: The First Avenger,Hugo Weaving
Captain America: The First Avenger,Samuel L. Jackson
Captain America: The First Avenger,Hayley Atwell
Into the Wild,Emile Hirsch
Into the Wild,Vince Vaughn
Into the Wild,Catherine Keener
Into the Wild,Marcia Gay Harden
The Imitation Game,Benedict Cumberbatch
The Imitation Game,Keira Knightley
The Imitation Game,Matthew Goode
The Imitation Game,Allen Leech
Edge of Tomorrow,Tom Cruise
Edge of Tomorrow,Emily Blunt
Edge of Tomorrow,Bill Paxton
Edge of Tomorrow,Brendan Gleeson
Iron Man,Robert Downey Jr.
Iron Man,Gwyneth Paltrow
Iron Man,Terrence Howard
Iron Man,Jeff Bridges
X: First Class,James McAvoy
X: First Class,Michael Fassbender
X: First Class,Jennifer Lawrence
X: First Class,Kevin Bacon
Bridesmaids,Kristen Wiig
Bridesmaids,Maya Rudolph
Bridesmaids,Rose Byrne
Bridesmaids,Terry Crews
San Andreas,Dwayne Johnson
San Andreas,Carla Gugino
San Andreas,Alexandra Daddario
San Andreas,Colton Haynes
Spring Breakers,Vanessa Hudgens
Spring Breakers,Selena Gomez
Spring Breakers,Ashley Benson
Spring Breakers,Rachel Korine
Transformers,Shia LaBeouf
Transformers,Megan Fox
Transformers,Josh Duhamel
Transformers,Tyrese Gibson
Old Boy,Josh Brolin
Old Boy,Elizabeth Olsen
Old Boy,Samuel L. Jackson
Old Boy,Sharlto Copley
Thor: The Dark World,Chris Hemsworth
Thor: The Dark World,Natalie Portman
Thor: The Dark World,Tom Hiddleston
Thor: The Dark World,Stellan Skarsg�rd
Captain America: The Winter Soldier,Chris Evans
Captain America: The Winter Soldier,Samuel L. Jackson
Captain America: The Winter Soldier,Scarlett Johansson
Captain America: The Winter Soldier,Robert Redford
Kick-Ass,Aaron Taylor-Johnson
Kick-Ass,Nicolas Cage
Kick-Ass,Chlo��_��_ Grace Moretz
Kick-Ass,Garrett M. Brown
Hardcore Henry,Sharlto Copley
Hardcore Henry,Tim Roth
Hardcore Henry,Haley Bennett
Hardcore Henry,Danila Kozlovsky
Cars,Owen Wilson
Cars,Bonnie Hunt
Cars,Paul Newman
Cars,Larry the Cable Guy
It Follows,Maika Monroe
It Follows,Keir Gilchrist
It Follows,Olivia Luccardi
It Follows,Lili Sepe
The Girl with the Dragon Tattoo,Daniel Craig
The Girl with the Dragon Tattoo,Rooney Mara
The Girl with the Dragon Tattoo,Christopher Plummer
The Girl with the Dragon Tattoo,Stellan Skarsg�rd
We're the Millers,Jason Sudeikis
We're the Millers,Jennifer Aniston
We're the Millers,Emma Roberts
We're the Millers,Ed Helms
The Lobster,Colin Farrell
The Lobster,Rachel Weisz
The Lobster,Jessica Barden
The Lobster,Olivia Colman
Predators,Adrien Brody
Predators,Laurence Fishburne
Predators,Topher Grace
Predators,Alice Braga
Maleficent,Angelina Jolie
Maleficent,Elle Fanning
Maleficent,Sharlto Copley
Maleficent,Lesley Manville
Pan's Labyrinth,Ivana Baquero
Pan's Labyrinth,Ariadna Gil
Pan's Labyrinth,Sergi L��__pez
Pan's Labyrinth,Maribel Verd�_
Apocalypto,Gerardo Taracena
Apocalypto,Raoul Max Trujillo
Apocalypto,Dalia Hern��_��_ndez
Apocalypto,Rudy Youngblood
Mission: Impossible - Rogue Nation,Tom Cruise
Mission: Impossible - Rogue Nation,Rebecca Ferguson
Mission: Impossible - Rogue Nation,Jeremy Renner
Mission: Impossible - Rogue Nation,Simon Pegg
The Perks of Being a Wallflower,Logan Lerman
The Perks of Being a Wallflower,Emma Watson
The Perks of Being a Wallflower,Ezra Miller
The Perks of Being a Wallflower,Paul Rudd
The Grand Budapest Hotel,Ralph Fiennes
The Grand Budapest Hotel,F. Murray Abraham
The Grand Budapest Hotel,Mathieu Amalric
The Grand Budapest Hotel,Adrien Brody
The Host,Saoirse Ronan
The Host,Max Irons
The Host,Jake Abel
The Host,Diane Kruger
Fury,Brad Pitt
Fury,Shia LaBeouf
Fury,Logan Lerman
Fury,Michael Pe�a
Inside Out,Amy Poehler
Inside Out,Bill Hader
Inside Out,Lewis Black
Inside Out,Mindy Kaling
Terminator Genisys,Arnold Schwarzenegger
Terminator Genisys,Jason Clarke
Terminator Genisys,Emilia Clarke
Terminator Genisys,Jai Courtney
Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman
Percy Jackson & the Olympians: The Lightning Thief,Kevin McKidd
Percy Jackson & the Olympians: The Lightning Thief,Steve Coogan
Percy Jackson & the Olympians: The Lightning Thief,Brandon T. Jackson
Les Mis�rables,Hugh Jackman
Les Mis�rables,Russell Crowe
Les Mis�rables,Anne Hathaway
Les Mis�rables,Amanda Seyfried
Children of Men,Julianne Moore
Children of Men,Clive Owen
Children of Men,Chiwetel Ejiofor
Children of Men,Michael Caine
Spy,Melissa McCarthy
Spy,Rose Byrne
Spy,Jude Law
Spy,Jason Statham
The Intouchables,Fran�_ois Cluzet
The Intouchables,Omar Sy
The Intouchables,Anne Le Ny
The Intouchables,Audrey Fleurot
Kynodontas,Christos Stergioglou
Kynodontas,Michele Valley
Kynodontas,Angeliki Papoulia
Kynodontas,Hristos Passalis
Straight Outta Compton,O'Shea Jackson Jr.
Straight Outta Compton,Corey Hawkins
Straight Outta Compton,Jason Mitchell
Straight Outta Compton,Neil Brown Jr.
The Amazing Spider-Man 2,Andrew Garfield
The Amazing Spider-Man 2,Emma Stone
The Amazing Spider-Man 2,Jamie Foxx
The Amazing Spider-Man 2,Paul Giamatti
The Conjuring,Patrick Wilson
The Conjuring,Vera Farmiga
The Conjuring,Ron Livingston
The Conjuring,Lili Taylor
The Hangover,Zach Galifianakis
The Hangover,Bradley Cooper
The Hangover,Justin Bartha
The Hangover,Ed Helms
Battleship,Alexander Skarsg�rd
Battleship,Brooklyn Decker
Battleship,Liam Neeson
Battleship,Rihanna
Rise of the Planet of the Apes,James Franco
Rise of the Planet of the Apes,Andy Serkis
Rise of the Planet of the Apes,Freida Pinto
Rise of the Planet of the Apes,Karin Konoval
Birdman or (The Unexpected Virtue of Ignorance),Michael Keaton
Birdman or (The Unexpected Virtue of Ignorance),Zach Galifianakis
Birdman or (The Unexpected Virtue of Ignorance),Edward Norton
Birdman or (The Unexpected Virtue of Ignorance),Andrea Riseborough
Black Swan,Natalie Portman
Black Swan,Mila Kunis
Black Swan,Vincent Cassel
Black Swan,Winona Ryder
Dear White People,Tyler James Williams
Dear White People,Tessa Thompson
Dear White People,Kyle Gallner
Dear White People,Teyonah Parris
Nymphomaniac: Vol. I,Charlotte Gainsbourg
Nymphomaniac: Vol. I,Stellan Skarsg�rd
Nymphomaniac: Vol. I,Stacy Martin
Nymphomaniac: Vol. I,Shia LaBeouf
Knock Knock,Keanu Reeves
Knock Knock,Lorenza Izzo
Knock Knock,Ana de Armas
Knock Knock,Aaron Burns
Cloud Atlas,Tom Hanks
Cloud Atlas,Halle Berry
Cloud Atlas,Hugh Grant
Cloud Atlas,Hugo Weaving
X-Men Origins: Wolverine,Hugh Jackman
X-Men Origins: Wolverine,Liev Schreiber
X-Men Origins: Wolverine,Ryan Reynolds
X-Men Origins: Wolverine,Danny Huston
Skyfall,Daniel Craig
Skyfall,Javier Bardem
Skyfall,Naomie Harris
Skyfall,Judi Dench
The Hobbit: An Unexpected Journey,Martin Freeman
The Hobbit: An Unexpected Journey,Ian McKellen
The Hobbit: An Unexpected Journey,Richard Armitage
The Hobbit: An Unexpected Journey,Andy Serkis
21 Jump Street,Jonah Hill
21 Jump Street,Channing Tatum
21 Jump Street,Ice Cube
21 Jump Street,Brie Larson
Oblivion,Tom Cruise
Oblivion,Morgan Freeman
Oblivion,Andrea Riseborough
Oblivion,Olga Kurylenko
22 Jump Street,Channing Tatum
22 Jump Street,Jonah Hill
22 Jump Street,Ice Cube
22 Jump Street,Nick Offerman
Zodiac,Jake Gyllenhaal
Zodiac,Robert Downey Jr.
Zodiac,Mark Ruffalo
Zodiac,Anthony Edwards
Iron Man Three,Robert Downey Jr.
Iron Man Three,Guy Pearce
Iron Man Three,Gwyneth Paltrow
Iron Man Three,Don Cheadle
Now You See Me,Jesse Eisenberg
Now You See Me,Common
Now You See Me,Mark Ruffalo
Now You See Me,Woody Harrelson
Sherlock Holmes,Robert Downey Jr.
Sherlock Holmes,Jude Law
Sherlock Holmes,Rachel McAdams
Sherlock Holmes,Mark Strong
Death Proof,Kurt Russell
Death Proof,Zo��_��_ Bell
Death Proof,Rosario Dawson
Death Proof,Vanessa Ferlito
The Danish Girl,Eddie Redmayne
The Danish Girl,Alicia Vikander
The Danish Girl,Amber Heard
The Danish Girl,Ben Whishaw
Hercules,Dwayne Johnson
Hercules,John Hurt
Hercules,Ian McShane
Hercules,Joseph Fiennes
Sucker Punch,Emily Browning
Sucker Punch,Vanessa Hudgens
Sucker Punch,Abbie Cornish
Sucker Punch,Jena Malone
Jupiter Ascending,Channing Tatum
Jupiter Ascending,Mila Kunis
Jupiter Ascending,Eddie Redmayne
Jupiter Ascending,Sean Bean
Pitch Perfect,Anna Kendrick
Pitch Perfect,Brittany Snow
Pitch Perfect,Rebel Wilson
Pitch Perfect,Anna Camp
Man of Steel,Henry Cavill
Man of Steel,Amy Adams
Man of Steel,Michael Shannon
Man of Steel,Diane Lane
The Devil Wears Prada,Anne Hathaway
The Devil Wears Prada,Meryl Streep
The Devil Wears Prada,Adrian Grenier
The Devil Wears Prada,Emily Blunt
There Will Be Blood,Daniel Day-Lewis
There Will Be Blood,Paul Dano
There Will Be Blood,Ciar��_��_n Hinds
There Will Be Blood,Martin Stringer
The Equalizer,Denzel Washington
The Equalizer,Marton Csokas
The Equalizer,Chlo��_��_ Grace Moretz
The Equalizer,David Harbour
Lone Survivor,Mark Wahlberg
Lone Survivor,Taylor Kitsch
Lone Survivor,Emile Hirsch
Lone Survivor,Ben Foster
The Cabin in the Woods,Kristen Connolly
The Cabin in the Woods,Chris Hemsworth
The Cabin in the Woods,Anna Hutchison
The Cabin in the Woods,Fran Kranz
The House Bunny,Anna Faris
The House Bunny,Colin Hanks
The House Bunny,Emma Stone
The House Bunny,Kat Dennings
She's Out of My League,Jay Baruchel
She's Out of My League,Alice Eve
She's Out of My League,T.J. Miller
She's Out of My League,Mike Vogel
Inherent Vice,Joaquin Phoenix
Inherent Vice,Josh Brolin
Inherent Vice,Owen Wilson
Inherent Vice,Katherine Waterston
The Fast and the Furious: Tokyo Drift,Lucas Black
The Fast and the Furious: Tokyo Drift,Zachery Ty Bryan
The Fast and the Furious: Tokyo Drift,Shad Moss
The Fast and the Furious: Tokyo Drift,Damien Marzette
The Blind Side,Quinton Aaron
The Blind Side,Sandra Bullock
The Blind Side,Tim McGraw
The Blind Side,Jae Head
La vie d'Ad��le,L�a Seydoux
La vie d'Ad��le,Ad��le Exarchopoulos
La vie d'Ad��le,Salim Kechiouche
La vie d'Ad��le,Aur�lien Recoing
The Babadook,Essie Davis
The Babadook,Noah Wiseman
The Babadook,Daniel Henshall
The Babadook,Hayley McElhinney
The Hobbit: The Battle of the Five Armies,Ian McKellen
The Hobbit: The Battle of the Five Armies,Martin Freeman
The Hobbit: The Battle of the Five Armies,Richard Armitage
The Hobbit: The Battle of the Five Armies,Cate Blanchett
Harry Potter and the Order of the Phoenix,Daniel Radcliffe
Harry Potter and the Order of the Phoenix,Emma Watson
Harry Potter and the Order of the Phoenix,Rupert Grint
Harry Potter and the Order of the Phoenix,Brendan Gleeson
Snowpiercer,Chris Evans
Snowpiercer,Jamie Bell
Snowpiercer,Tilda Swinton
Snowpiercer,Ed Harris
The Visit,Olivia DeJonge
The Visit,Ed Oxenbould
The Visit,Deanna Dunagan
The Visit,Peter McRobbie
Fast Five,Vin Diesel
Fast Five,Paul Walker
